Gender,University_Ranking,Updated_University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Job_Offers,Current_Job_Level,Job_Status
Female,750,9.5,Engineering,3,6,1,1,2,Entry,Yes
Female,819,7.0,Mathematics,2,4,1,9,5,Entry,No
Male,243,9.5,Arts,3,9,5,3,1,Entry,Yes
Female,663,7.0,Business,1,3,0,3,5,Executive,No
Female,858,9.5,Mathematics,0,9,3,2,5,Entry,Yes
Male,876,9.5,Mathematics,0,9,3,3,3,Entry,Yes
Female,759,7.0,Business,4,2,0,6,1,Entry,No
Female,219,9.5,Engineering,0,5,1,10,0,Senior,Yes
Female,9,9.5,Business,2,1,5,4,5,Entry,No
Female,430,9.5,Mathematics,0,3,2,2,5,Entry,No
Female,806,9.5,Mathematics,2,7,4,8,3,Entry,Yes
Male,879,9.5,Business,2,1,0,1,0,Entry,No
Female,13,7.0,Mathematics,4,8,5,10,0,Entry,Yes
Female,775,7.0,Arts,0,1,2,8,4,Senior,No
Male,907,9.5,Mathematics,4,7,4,2,1,Entry,Yes
Female,970,8.5,Mathematics,3,7,2,9,1,Executive,Yes
Female,225,7.0,Law,1,6,2,4,4,Entry,No
Female,743,9.5,Medicine,0,9,4,4,2,Entry,Yes
Male,690,8.5,Medicine,3,5,2,7,4,Mid,No
Male,759,9.5,Business,3,0,1,3,5,Entry,Yes
Female,67,9.5,Computer Science,4,1,5,10,4,Entry,Yes
Male,809,9.5,Arts,4,6,0,3,4,Entry,Yes
Female,669,8.5,Law,1,3,5,4,0,Mid,No
Male,677,8.5,Law,1,8,1,10,1,Entry,Yes
Male,503,8.5,Business,1,2,1,3,2,Senior,No
Male,184,8.5,Computer Science,1,3,4,10,3,Mid,No
Male,208,7.0,Computer Science,4,2,4,8,3,Mid,No
Female,528,8.5,Law,2,6,4,9,3,Senior,Yes
Male,300,9.5,Arts,4,1,2,5,2,Mid,Yes
Male,818,9.5,Medicine,2,9,2,3,3,Mid,Yes
Male,241,9.5,Law,4,1,0,7,2,Senior,Yes
Female,455,9.5,Mathematics,4,1,2,3,3,Entry,Yes
Male,975,7.0,Law,1,3,0,6,3,Mid,No
Female,742,9.5,Mathematics,2,7,1,4,2,Entry,Yes
Female,902,9.5,Engineering,3,7,0,7,1,Entry,Yes
Female,530,8.5,Computer Science,3,7,0,6,5,Entry,Yes
Female,659,9.5,Engineering,3,7,4,7,5,Senior,Yes
Female,244,7.0,Engineering,1,6,2,4,2,Mid,No
Female,563,8.5,Arts,3,5,3,6,2,Entry,No
Male,962,9.5,Law,4,6,3,10,4,Entry,Yes
Male,771,9.5,Medicine,1,4,4,7,0,Entry,No
Male,238,9.5,Mathematics,3,7,5,10,0,Entry,Yes
Female,246,9.5,Mathematics,1,1,5,8,1,Mid,No
Other,345,9.5,Arts,4,4,5,10,1,Entry,Yes
Female,484,9.5,Computer Science,1,6,1,9,1,Mid,Yes
Male,310,8.5,Medicine,3,8,1,3,0,Senior,Yes
Female,561,9.5,Law,1,9,1,5,1,Entry,Yes
Male,284,8.5,Business,0,0,0,10,5,Senior,No
Male,38,7.0,Medicine,3,8,2,3,1,Entry,Yes
Male,796,8.5,Mathematics,4,2,1,5,2,Entry,No
Male,32,9.5,Arts,2,0,3,2,5,Entry,No
Female,243,9.5,Arts,1,6,0,3,5,Entry,Yes
Male,553,9.5,Engineering,1,2,1,7,2,Executive,No
Male,292,7.0,Law,3,7,1,8,0,Entry,Yes
Female,615,9.5,Business,3,1,5,5,2,Mid,Yes
Female,292,7.0,Law,0,3,5,3,1,Mid,No
Female,619,7.0,Medicine,4,1,2,4,2,Entry,No
Male,758,9.5,Business,1,3,2,3,5,Entry,No
Female,382,8.5,Law,1,0,0,3,4,Entry,No
Female,599,9.5,Engineering,2,9,3,9,2,Entry,Yes
Male,578,7.0,Business,1,4,4,4,0,Executive,No
Female,138,8.5,Business,1,2,5,6,1,Mid,No
Male,838,9.5,Medicine,0,8,3,3,5,Executive,Yes
Male,200,7.0,Business,2,3,5,8,5,Mid,No
Female,335,8.5,Engineering,1,5,2,4,1,Entry,No
Female,605,7.0,Computer Science,1,8,2,8,0,Entry,No
Male,447,9.5,Computer Science,4,1,4,2,2,Mid,Yes
Female,348,9.5,Arts,1,6,3,9,1,Entry,Yes
Female,278,9.5,Computer Science,0,2,3,2,1,Entry,No
Female,994,9.5,Medicine,1,0,4,3,4,Entry,No
Male,532,9.5,Arts,1,8,2,3,0,Entry,Yes
Female,801,9.5,Computer Science,3,8,0,5,5,Mid,Yes
Male,399,9.5,Computer Science,1,3,3,3,5,Senior,No
Female,391,9.5,Arts,2,8,1,8,2,Mid,Yes
Male,984,8.5,Medicine,3,6,3,10,2,Mid,Yes
Male,602,9.5,Arts,2,3,3,7,1,Mid,No
Female,562,7.0,Mathematics,2,1,3,1,3,Mid,No
Male,10,7.0,Mathematics,0,4,2,6,4,Entry,No
Male,591,9.5,Medicine,1,7,1,2,4,Senior,Yes
Male,549,7.0,Medicine,2,9,3,8,4,Entry,No
Female,59,9.5,Law,1,9,0,10,5,Entry,Yes
Male,88,9.5,Engineering,1,5,5,8,1,Entry,No
Female,459,8.5,Computer Science,0,4,5,7,0,Entry,No
Male,104,9.5,Law,0,3,1,8,0,Entry,No
Male,831,9.5,Computer Science,2,5,4,1,4,Entry,No
Male,789,7.0,Law,2,2,0,8,5,Mid,No
Female,104,9.5,Business,3,1,4,1,3,Entry,Yes
Male,254,9.5,Mathematics,1,0,3,3,5,Mid,No
Male,742,8.5,Arts,1,8,2,4,3,Entry,No
Other,335,7.0,Law,0,0,3,3,2,Senior,No
Female,463,7.0,Mathematics,0,3,3,2,3,Mid,No
Male,549,7.0,Engineering,2,5,4,3,4,Entry,No
Male,301,7.0,Computer Science,3,8,3,9,2,Senior,Yes
Female,654,9.5,Business,3,3,0,2,4,Entry,Yes
Male,555,8.5,Engineering,0,6,2,5,5,Mid,No
Male,628,9.5,Medicine,0,6,4,3,5,Mid,Yes
Female,341,8.5,Computer Science,3,5,1,9,0,Entry,Yes
Female,492,8.5,Mathematics,3,8,5,7,4,Senior,Yes
Female,84,9.5,Law,2,9,3,10,2,Entry,Yes
Male,929,9.5,Arts,3,6,5,3,4,Mid,Yes
Male,259,9.5,Engineering,1,2,4,2,1,Entry,No
Female,360,8.5,Mathematics,3,5,5,2,5,Mid,No
Male,87,9.5,Business,4,6,3,5,2,Executive,Yes
Female,428,8.5,Arts,3,6,3,9,3,Mid,Yes
Female,367,7.0,Medicine,0,5,4,2,0,Entry,No
Male,343,8.5,Arts,0,2,0,2,3,Entry,No
Female,347,9.5,Mathematics,4,5,1,8,4,Mid,Yes
Female,803,7.0,Mathematics,1,1,3,3,3,Entry,No
Female,921,9.5,Business,3,9,0,3,2,Senior,Yes
Male,96,9.5,Medicine,3,0,3,6,1,Senior,Yes
Male,255,9.5,Business,4,7,3,6,3,Entry,Yes
Female,854,8.5,Mathematics,2,2,0,6,4,Mid,No
Male,136,8.5,Computer Science,2,7,3,5,3,Senior,No
Other,248,8.5,Business,1,2,1,4,3,Entry,No
Male,499,8.5,Arts,3,1,5,9,2,Entry,Yes
Female,884,9.5,Mathematics,3,7,4,4,4,Entry,Yes
Male,958,9.5,Computer Science,3,2,5,1,4,Entry,Yes
Female,486,9.5,Computer Science,0,7,0,8,1,Executive,Yes
Male,402,9.5,Engineering,2,1,5,8,2,Entry,No
Male,604,9.5,Arts,4,3,2,3,5,Entry,Yes
Male,412,8.5,Arts,0,8,3,9,2,Entry,Yes
Female,971,9.5,Medicine,0,0,4,7,0,Entry,No
Male,908,7.0,Business,2,1,1,7,1,Mid,No
Female,448,9.5,Law,3,1,1,5,1,Mid,Yes
Female,247,9.5,Business,1,8,2,3,4,Mid,Yes
Male,770,9.5,Arts,4,9,5,10,4,Entry,Yes
Female,699,8.5,Business,2,4,1,5,1,Senior,No
Male,421,9.5,Arts,1,3,5,3,2,Senior,No
Other,124,9.5,Mathematics,2,9,4,3,0,Entry,Yes
Female,260,9.5,Computer Science,2,9,2,1,4,Entry,Yes
Male,169,9.5,Business,2,3,5,4,0,Entry,No
Male,941,7.0,Mathematics,2,6,0,9,1,Entry,Yes
Male,877,7.0,Business,3,2,5,6,2,Mid,No
Other,111,9.5,Arts,0,8,5,6,0,Mid,Yes
Male,290,9.5,Mathematics,2,4,2,6,5,Entry,No
Female,599,9.5,Arts,1,8,0,5,3,Entry,Yes
Male,13,8.5,Medicine,1,0,1,2,1,Entry,No
Female,263,7.0,Business,1,9,4,5,2,Entry,No
Male,800,8.5,Engineering,0,7,5,10,1,Senior,Yes
Female,23,9.5,Arts,0,1,3,3,1,Mid,No
Female,945,7.0,Engineering,1,7,2,10,0,Entry,Yes
Female,200,7.0,Computer Science,3,3,1,2,0,Entry,No
Male,242,9.5,Computer Science,0,1,5,4,3,Senior,No
Male,239,9.5,Engineering,0,1,4,10,4,Entry,Yes
Male,303,7.0,Law,3,5,3,9,3,Mid,Yes
Female,165,9.5,Computer Science,2,2,2,7,5,Entry,No
Male,738,9.5,Engineering,0,9,4,10,2,Entry,Yes
Female,176,8.5,Medicine,1,2,1,9,2,Mid,No
Male,29,9.5,Medicine,1,8,5,3,1,Entry,Yes
Female,677,9.5,Computer Science,3,4,5,2,0,Entry,Yes
Female,535,7.0,Mathematics,1,6,5,9,1,Entry,Yes
Female,294,7.0,Engineering,4,4,2,6,4,Entry,No
Male,477,8.5,Engineering,1,1,5,10,1,Mid,No
Male,383,9.5,Engineering,3,7,2,4,5,Entry,Yes
Male,556,8.5,Law,3,8,5,4,2,Mid,Yes
Male,773,8.5,Computer Science,3,1,0,10,5,Entry,Yes
Female,692,9.5,Law,4,1,5,10,2,Mid,Yes
Female,296,7.0,Engineering,0,3,0,6,5,Entry,No
Female,651,9.5,Arts,2,7,2,7,3,Entry,Yes
Male,334,7.0,Engineering,1,4,4,10,5,Entry,No
Female,248,9.5,Arts,0,4,1,5,1,Entry,No
Female,241,7.0,Medicine,3,6,3,8,0,Entry,Yes
Female,106,7.0,Arts,0,3,0,10,4,Entry,No
Male,898,7.0,Medicine,0,8,1,1,4,Executive,No
Male,931,9.5,Computer Science,4,3,5,1,5,Mid,Yes
Male,685,7.0,Mathematics,3,7,2,4,0,Entry,Yes
Female,561,9.5,Mathematics,3,2,1,8,4,Entry,Yes
Female,123,9.5,Law,1,5,1,8,5,Senior,No
Male,35,9.5,Law,1,0,5,6,5,Senior,No
Male,618,8.5,Medicine,1,6,1,5,0,Executive,No
Female,988,9.5,Medicine,1,6,2,10,0,Senior,Yes
Female,840,9.5,Engineering,0,1,0,10,3,Entry,Yes
Male,416,8.5,Business,0,4,3,2,5,Entry,No
Female,708,9.5,Medicine,1,3,4,5,1,Mid,No
Other,621,9.5,Arts,1,9,0,5,2,Mid,Yes
Female,637,9.5,Computer Science,1,8,3,2,2,Entry,Yes
Male,327,8.5,Law,2,1,2,8,5,Entry,No
Female,295,9.5,Arts,1,2,3,10,1,Executive,Yes
Female,432,8.5,Law,2,0,2,5,4,Senior,No
Male,347,8.5,Computer Science,1,9,3,5,0,Entry,No
Female,37,7.0,Arts,3,4,0,1,2,Entry,No
Female,700,7.0,Law,4,2,5,1,3,Senior,No
Female,512,9.5,Medicine,0,3,5,1,4,Entry,No
Male,849,9.5,Business,3,3,5,8,3,Mid,Yes
Female,970,7.0,Medicine,4,5,2,10,2,Entry,Yes
Female,900,8.5,Mathematics,2,9,1,2,1,Mid,No
Male,535,8.5,Law,0,6,5,8,1,Entry,No
Female,910,9.5,Engineering,2,6,2,6,3,Senior,Yes
Female,773,9.5,Arts,2,7,2,5,5,Entry,Yes
Female,706,8.5,Business,0,2,3,6,4,Mid,No
Male,878,9.5,Arts,4,4,2,4,2,Mid,Yes
Female,664,8.5,Engineering,0,9,3,3,0,Mid,No
Male,18,9.5,Engineering,1,5,0,4,1,Entry,No
Male,27,9.5,Engineering,2,5,2,9,3,Mid,Yes
Female,536,8.5,Law,1,7,1,8,2,Entry,No
Male,29,9.5,Medicine,0,4,1,8,4,Senior,No
Female,651,8.5,Law,0,4,0,1,5,Entry,No
Male,658,8.5,Medicine,4,0,5,5,0,Senior,No
Male,635,9.5,Business,2,0,1,6,0,Mid,No
Male,640,9.5,Engineering,3,5,3,9,5,Entry,Yes
Other,880,8.5,Mathematics,0,9,2,10,1,Entry,Yes
Female,117,9.5,Medicine,3,9,4,10,0,Executive,Yes
Female,132,9.5,Computer Science,2,4,2,6,2,Entry,No
Male,289,8.5,Mathematics,1,9,2,1,1,Mid,No
Male,718,8.5,Computer Science,2,5,4,1,1,Entry,No
Other,236,9.5,Medicine,4,8,5,7,1,Senior,Yes
Male,42,9.5,Mathematics,3,7,1,3,5,Mid,Yes
Male,160,7.0,Mathematics,3,6,1,7,2,Senior,Yes
Female,764,9.5,Business,1,6,2,5,3,Senior,Yes
Male,691,9.5,Arts,1,5,1,1,0,Mid,No
Female,125,8.5,Law,0,5,3,8,0,Entry,No
Female,260,9.5,Engineering,2,0,3,9,3,Entry,Yes
Male,276,7.0,Medicine,4,6,4,6,1,Entry,Yes
Male,213,8.5,Business,0,4,2,2,4,Entry,No
Male,963,9.5,Mathematics,2,6,5,9,2,Entry,Yes
Female,473,9.5,Law,1,5,3,2,1,Senior,No
Female,836,8.5,Arts,4,7,0,6,1,Entry,Yes
Male,702,9.5,Business,1,2,1,10,1,Entry,Yes
Male,570,9.5,Arts,1,7,5,4,0,Mid,Yes
Female,431,8.5,Computer Science,3,6,2,6,5,Senior,Yes
Female,715,7.0,Law,2,0,3,4,5,Entry,No
Male,80,9.5,Law,0,2,4,3,5,Entry,No
Male,955,9.5,Arts,3,9,3,8,0,Entry,Yes
Male,228,7.0,Computer Science,2,3,0,5,5,Entry,No
Female,902,7.0,Engineering,2,8,3,1,4,Mid,No
Other,95,7.0,Medicine,2,5,2,8,2,Mid,No
Male,424,8.5,Mathematics,4,6,4,3,1,Senior,Yes
Female,973,9.5,Computer Science,3,4,4,4,5,Senior,Yes
Male,919,8.5,Business,0,2,0,9,0,Senior,No
Male,948,8.5,Arts,3,4,2,3,3,Mid,No
Male,516,9.5,Law,1,6,0,5,0,Entry,Yes
Female,165,7.0,Business,2,8,0,8,1,Entry,No
Female,426,8.5,Law,1,8,0,6,1,Mid,No
Female,997,9.5,Computer Science,3,7,3,3,0,Senior,Yes
Male,812,9.5,Law,0,4,1,8,3,Mid,No
Male,993,9.5,Mathematics,1,6,3,5,3,Senior,Yes
Male,893,8.5,Law,1,3,2,6,1,Entry,No
Female,42,7.0,Mathematics,4,9,5,3,0,Entry,Yes
Male,797,9.5,Law,3,4,0,8,2,Mid,Yes
Female,741,9.5,Law,1,3,0,4,2,Senior,No
Male,403,7.0,Mathematics,3,2,1,9,1,Entry,Yes
Male,755,8.5,Mathematics,0,0,4,5,3,Entry,No
Male,724,9.5,Business,1,4,0,1,2,Entry,No
Male,416,7.0,Arts,0,1,3,9,0,Entry,No
Male,300,8.5,Medicine,1,5,0,8,4,Entry,No
Male,55,8.5,Business,2,4,2,5,4,Entry,No
Female,336,9.5,Engineering,4,1,1,3,3,Entry,Yes
Female,901,9.5,Arts,4,7,5,9,5,Entry,Yes
Male,881,9.5,Arts,4,4,4,7,4,Entry,Yes
Male,430,8.5,Mathematics,0,1,5,8,0,Mid,No
Male,972,7.0,Engineering,3,0,2,3,5,Mid,No
Male,685,8.5,Mathematics,4,1,3,6,1,Entry,No
Male,789,9.5,Mathematics,1,0,5,4,1,Entry,No
Female,334,9.5,Computer Science,1,9,2,3,0,Entry,Yes
Male,741,9.5,Engineering,2,9,5,4,1,Entry,Yes
Male,406,8.5,Computer Science,0,2,0,2,0,Entry,No
Male,30,9.5,Medicine,1,2,1,5,0,Entry,No
Male,535,9.5,Computer Science,1,9,0,8,4,Entry,Yes
Female,517,7.0,Mathematics,2,0,1,5,5,Mid,No
Male,575,8.5,Medicine,2,6,3,2,4,Executive,No
Male,221,9.5,Medicine,3,9,2,7,3,Senior,Yes
Female,827,9.5,Law,3,6,5,8,4,Senior,Yes
Male,990,8.5,Law,3,8,1,4,1,Mid,Yes
Female,594,9.5,Engineering,1,4,2,3,5,Senior,No
Female,494,9.5,Mathematics,2,3,5,8,4,Mid,No
Male,754,7.0,Medicine,0,4,1,10,0,Entry,No
Female,253,7.0,Mathematics,3,7,0,2,4,Mid,Yes
Male,564,7.0,Computer Science,4,7,1,7,1,Entry,Yes
Female,321,8.5,Business,1,3,1,10,3,Entry,No
Male,39,7.0,Law,0,7,4,8,5,Entry,No
Male,465,8.5,Arts,1,3,5,5,2,Entry,No
Female,771,9.5,Arts,3,3,5,7,5,Mid,Yes
Female,938,9.5,Computer Science,1,7,3,9,0,Senior,Yes
Other,839,9.5,Law,3,1,5,8,1,Executive,Yes
Female,411,7.0,Business,1,3,0,5,1,Entry,No
Male,412,8.5,Mathematics,3,0,0,4,2,Executive,No
Male,492,8.5,Medicine,2,0,2,3,3,Mid,No
Male,438,9.5,Law,2,7,1,6,0,Entry,Yes
Male,479,7.0,Computer Science,2,3,1,4,3,Mid,No
Male,783,8.5,Mathematics,2,5,5,4,2,Entry,No
Female,949,9.5,Medicine,2,4,1,7,0,Entry,No
Male,72,9.5,Law,4,9,0,10,4,Mid,Yes
Male,582,9.5,Engineering,1,5,4,5,3,Mid,No
Male,220,7.0,Business,2,3,2,1,4,Entry,No
Female,4,8.5,Arts,4,3,1,5,0,Senior,No
Female,862,9.5,Computer Science,4,6,4,6,2,Mid,Yes
Female,913,9.5,Arts,1,0,5,1,4,Entry,No
Male,290,8.5,Mathematics,1,8,3,3,4,Mid,No
Female,380,7.0,Medicine,3,9,0,6,1,Entry,Yes
Male,902,9.5,Medicine,3,2,3,7,0,Entry,Yes
Female,804,9.5,Engineering,2,3,0,7,5,Senior,No
Female,355,9.5,Medicine,0,8,2,7,2,Entry,Yes
Male,743,9.5,Medicine,3,4,5,9,1,Entry,Yes
Female,935,9.5,Mathematics,0,3,3,2,3,Mid,No
Female,80,7.0,Arts,3,5,2,3,2,Mid,No
Male,66,7.0,Arts,4,0,2,7,1,Entry,No
Female,136,9.5,Computer Science,4,9,2,6,3,Mid,Yes
Male,399,8.5,Computer Science,4,0,3,1,2,Senior,No
Male,703,9.5,Medicine,0,4,3,10,1,Mid,Yes
Male,347,9.5,Law,2,4,3,7,2,Senior,No
Male,848,9.5,Business,3,8,1,2,4,Entry,Yes
Female,961,9.5,Computer Science,3,0,2,4,1,Entry,Yes
Male,59,8.5,Medicine,0,2,5,7,4,Entry,No
Female,778,8.5,Law,4,2,1,4,1,Mid,No
Male,519,8.5,Law,2,3,0,6,4,Senior,No
Other,880,9.5,Arts,3,6,3,9,0,Senior,Yes
Female,714,7.0,Law,2,6,5,5,4,Entry,No
Female,844,9.5,Engineering,2,9,4,3,0,Mid,Yes
Male,977,9.5,Arts,1,4,0,6,5,Executive,No
Male,237,9.5,Arts,2,8,2,4,2,Entry,Yes
Male,780,8.5,Engineering,1,6,2,9,3,Mid,Yes
Female,79,7.0,Mathematics,0,1,5,2,3,Senior,No
Female,558,8.5,Mathematics,4,2,1,10,3,Senior,Yes
Male,755,7.0,Arts,1,6,3,5,0,Entry,No
Male,800,8.5,Computer Science,2,4,5,9,3,Entry,No
Female,672,7.0,Arts,4,6,3,10,3,Mid,Yes
Male,115,9.5,Engineering,2,8,0,7,4,Senior,Yes
Female,986,8.5,Medicine,2,8,5,5,5,Mid,No
Female,462,7.0,Medicine,1,2,0,8,3,Entry,No
Female,626,9.5,Medicine,0,7,0,2,0,Senior,Yes
Male,126,9.5,Mathematics,2,5,4,4,4,Entry,No
Male,602,9.5,Engineering,1,3,4,6,0,Mid,No
Female,573,8.5,Engineering,2,3,2,7,1,Entry,No
Female,965,9.5,Computer Science,4,3,2,8,3,Entry,Yes
Male,500,9.5,Engineering,0,6,2,4,0,Entry,Yes
Male,829,9.5,Law,2,5,5,9,0,Entry,Yes
Female,102,7.0,Medicine,0,1,3,7,4,Senior,No
Female,626,9.5,Engineering,0,4,2,2,1,Entry,No
Female,174,8.5,Business,4,4,1,9,1,Entry,Yes
Other,452,9.5,Mathematics,4,5,0,7,3,Mid,Yes
Male,92,8.5,Arts,3,6,5,5,5,Mid,Yes
Male,695,9.5,Computer Science,0,7,3,3,2,Mid,Yes
Female,385,9.5,Medicine,2,9,4,9,2,Entry,Yes
Female,205,7.0,Law,4,7,0,7,4,Entry,Yes
Male,363,9.5,Law,2,4,2,3,3,Entry,No
Male,707,7.0,Medicine,0,1,4,5,4,Entry,No
Female,817,7.0,Law,4,9,4,3,5,Senior,Yes
Male,498,8.5,Business,3,7,4,3,3,Mid,Yes
Male,537,9.5,Computer Science,0,5,5,7,1,Entry,No
Female,234,8.5,Mathematics,2,2,0,9,2,Entry,No
Female,16,9.5,Arts,3,3,3,5,0,Mid,Yes
Female,981,9.5,Computer Science,0,0,0,4,2,Entry,No
Male,141,9.5,Computer Science,4,2,1,4,3,Mid,Yes
Female,948,9.5,Mathematics,0,3,2,3,5,Entry,No
Female,620,7.0,Medicine,1,1,5,8,2,Entry,No
Female,420,8.5,Engineering,2,5,3,10,0,Senior,No
Female,456,7.0,Arts,4,7,5,1,1,Entry,Yes
Male,300,9.5,Computer Science,4,5,3,3,1,Mid,Yes
Male,339,7.0,Business,1,9,2,2,3,Entry,No
Male,303,8.5,Mathematics,3,2,1,7,2,Entry,No
Male,892,9.5,Medicine,4,8,4,6,3,Entry,Yes
Female,592,8.5,Engineering,3,3,2,1,2,Entry,No
Female,76,9.5,Engineering,3,5,4,3,4,Entry,Yes
Female,788,8.5,Medicine,3,3,2,4,3,Senior,No
Female,914,7.0,Computer Science,0,3,0,10,2,Executive,No
Male,950,8.5,Mathematics,1,1,5,7,4,Entry,No
Male,780,8.5,Law,2,9,1,3,3,Entry,No
Male,624,9.5,Medicine,1,1,5,4,1,Mid,No
Male,921,8.5,Law,4,1,1,7,5,Mid,No
Male,316,8.5,Engineering,1,1,2,4,4,Mid,No
Female,500,9.5,Engineering,2,7,1,9,3,Mid,Yes
Other,75,9.5,Business,0,9,4,6,0,Mid,Yes
Male,726,9.5,Business,4,3,1,2,5,Entry,Yes
Male,366,9.5,Engineering,0,3,1,1,1,Entry,No
Female,546,9.5,Business,4,9,5,8,5,Senior,Yes
Male,653,8.5,Business,2,9,1,3,5,Entry,No
Female,678,9.5,Business,0,2,3,7,4,Executive,No
Female,396,9.5,Engineering,2,4,2,4,2,Mid,No
Female,231,8.5,Computer Science,2,3,0,3,0,Mid,No
Male,804,8.5,Computer Science,1,6,0,9,2,Mid,Yes
Female,28,7.0,Mathematics,4,9,3,6,5,Entry,Yes
Male,475,7.0,Arts,3,6,5,6,0,Entry,Yes
Female,295,7.0,Business,3,5,3,6,3,Senior,No
Male,845,7.0,Computer Science,0,6,0,3,3,Entry,No
Male,427,9.5,Arts,2,6,4,6,2,Entry,Yes
Female,872,9.5,Medicine,1,7,0,4,5,Mid,Yes
Female,91,9.5,Business,4,0,0,2,2,Mid,Yes
Female,115,9.5,Computer Science,0,2,2,3,2,Entry,No
Female,159,7.0,Computer Science,2,2,0,4,4,Entry,No
Female,258,9.5,Law,3,4,0,1,5,Entry,Yes
Male,373,9.5,Computer Science,3,9,1,7,1,Senior,Yes
Female,850,7.0,Law,4,6,3,5,2,Senior,Yes
Female,90,7.0,Arts,4,9,0,9,3,Senior,Yes
Female,757,8.5,Law,4,5,0,6,5,Senior,No
Female,298,7.0,Medicine,0,3,4,8,5,Mid,No
Male,31,8.5,Mathematics,4,5,0,9,5,Senior,Yes
Female,829,7.0,Business,0,6,2,6,3,Entry,No
Male,358,7.0,Computer Science,1,3,5,7,2,Entry,No
Male,824,8.5,Mathematics,2,7,4,6,5,Mid,No
Female,470,9.5,Engineering,3,4,0,6,5,Senior,Yes
Male,740,7.0,Business,0,2,5,2,2,Mid,No
Female,851,7.0,Engineering,2,1,2,5,3,Entry,No
Male,128,9.5,Mathematics,4,0,3,6,4,Senior,Yes
Male,782,9.5,Arts,3,3,0,10,5,Mid,Yes
Female,270,8.5,Computer Science,0,1,3,5,0,Mid,No
Female,498,9.5,Business,4,2,0,4,3,Mid,Yes
Female,413,8.5,Business,2,0,4,6,0,Mid,No
Female,209,7.0,Computer Science,1,5,4,6,2,Entry,No
Female,690,8.5,Mathematics,2,3,5,8,1,Entry,No
Male,306,9.5,Medicine,0,4,2,8,2,Executive,No
Male,191,8.5,Arts,1,7,1,10,2,Entry,Yes
Male,357,9.5,Computer Science,1,3,5,1,2,Mid,No
Female,457,7.0,Law,4,5,5,2,5,Entry,No
Female,449,9.5,Business,2,2,2,1,3,Senior,No
Male,68,8.5,Medicine,0,7,0,10,3,Mid,Yes
Female,839,8.5,Business,1,2,3,7,1,Mid,No
Female,779,9.5,Engineering,4,6,3,8,0,Entry,Yes
Male,782,9.5,Business,1,6,0,3,0,Entry,Yes
Male,874,7.0,Arts,2,2,1,3,0,Mid,No
Female,467,9.5,Computer Science,3,2,1,7,2,Entry,Yes
Female,360,9.5,Business,0,9,1,8,1,Mid,Yes
Female,387,7.0,Law,3,9,0,6,2,Mid,Yes
Male,128,9.5,Engineering,2,7,4,8,1,Senior,Yes
Other,776,9.5,Engineering,3,2,5,2,4,Entry,Yes
Male,733,8.5,Computer Science,2,1,4,7,3,Mid,No
Male,754,7.0,Engineering,2,4,0,5,5,Mid,No
Other,485,9.5,Mathematics,4,6,4,6,5,Entry,Yes
Male,244,7.0,Computer Science,3,7,1,7,5,Mid,Yes
Female,939,8.5,Arts,1,0,4,9,2,Entry,No
Male,905,8.5,Computer Science,2,1,0,7,4,Entry,No
Female,19,9.5,Medicine,3,6,5,1,0,Entry,Yes
Female,396,7.0,Engineering,1,8,4,5,5,Entry,No
Male,667,9.5,Engineering,0,2,4,4,4,Senior,No
Female,229,8.5,Law,1,7,4,8,5,Entry,No
Male,368,8.5,Business,3,9,4,7,3,Entry,Yes
Female,58,9.5,Medicine,3,2,5,4,5,Entry,Yes
Male,281,9.5,Mathematics,1,3,0,3,3,Mid,No
Male,557,8.5,Business,1,1,2,6,5,Mid,No
Male,102,8.5,Computer Science,2,8,4,8,5,Entry,No
Male,48,8.5,Arts,3,4,2,3,3,Entry,No
Female,562,9.5,Law,2,4,5,5,5,Senior,No
Male,593,8.5,Engineering,2,3,0,10,4,Entry,No
Male,812,9.5,Mathematics,0,4,3,1,0,Entry,No
Male,59,9.5,Mathematics,3,0,2,10,2,Entry,Yes
Male,161,7.0,Arts,2,9,0,10,5,Entry,Yes
Female,103,8.5,Computer Science,0,9,3,8,0,Mid,No
Other,846,7.0,Computer Science,2,5,4,7,1,Mid,No
Male,412,8.5,Medicine,2,3,5,8,1,Entry,No
Female,786,9.5,Business,3,3,5,2,2,Entry,Yes
Female,183,9.5,Engineering,1,4,0,7,5,Entry,No
Male,417,9.5,Mathematics,1,0,1,4,5,Mid,No
Female,116,7.0,Engineering,3,3,3,2,3,Mid,No
Female,874,9.5,Mathematics,1,9,1,9,2,Executive,Yes
Female,399,8.5,Arts,4,2,5,5,4,Mid,No
Female,957,8.5,Medicine,1,4,5,7,5,Mid,No
Male,779,9.5,Law,2,9,4,4,3,Mid,Yes
Female,676,9.5,Computer Science,2,4,4,10,2,Entry,Yes
Female,655,8.5,Medicine,0,7,2,4,2,Mid,No
Female,437,9.5,Engineering,3,0,5,3,4,Entry,Yes
Female,318,9.5,Law,0,2,4,1,4,Mid,No
Male,816,9.5,Business,2,4,2,2,0,Entry,No
Other,606,7.0,Arts,2,2,3,9,1,Entry,No
Female,250,9.5,Computer Science,0,5,1,1,2,Mid,No
Male,911,9.5,Computer Science,4,9,3,5,0,Mid,Yes
Male,447,9.5,Computer Science,1,2,1,2,3,Mid,No
